date;expense_category;expense_type;value;month;year;weekday_number;weekday_text;months_text;store;city;english_translation
07/06/2023;food;zewa toilettenpaper;3,99;6;2023;3;Wednesday;Jun;eurospar;klagenfurt;
07/06/2023;food;dessert;0,79;6;2023;3;Wednesday;Jun;infineon;;
07/06/2023;food;grill;4,16;6;2023;3;Wednesday;Jun;infineon;;
09/06/2023;food;menu 1;3,3;6;2023;5;Friday;Jun;infineon;;
09/06/2023;food;dessert;0,79;6;2023;5;Friday;Jun;infineon;;
10/06/2023;food;eskimo cremissimo s.;2,99;6;2023;6;Saturday;Jun;penny;;
10/06/2023;food;bäckerkrönung sacher;5,49;6;2023;6;Saturday;Jun;penny;;
10/06/2023;food;chili sauce;1,59;6;2023;6;Saturday;Jun;penny;;
10/06/2023;food;penny erdbeerknödel;2,99;6;2023;6;Saturday;Jun;penny;;
10/06/2023;food;mango vorgereift stk.;1,99;6;2023;6;Saturday;Jun;billa;;
10/06/2023;food;nektarinen 1KG;1,99;6;2023;6;Saturday;Jun;billa;;
10/06/2023;food;happy day multivitamin;2,19;6;2023;6;Saturday;Jun;billa;;
12/06/2023;food;grill;4,17;6;2023;1;Monday;Jun;infineon;;
12/06/2023;food;suppe/kaltschale;0,88;6;2023;1;Monday;Jun;infineon;;
13/06/2023;food;grill;4,16;6;2023;2;Tuesday;Jun;infineon;;
13/06/2023;food;dessert-crème;0,79;6;2023;2;Tuesday;Jun;infineon;;
14/06/2023;food;menu 1;3,3;6;2023;3;Wednesday;Jun;infineon;;
15/06/2023;food;spar jogurt natur;3,56;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;sbu cherrytom. 500g;2,49;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;spar gitterpommes 60;2,99;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;sbudget mozzarella;0,99;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;sbudget mozzarella;0,99;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;sbudget mozzarella;0,99;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;sbudget mozzarella;0,99;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;premium sticks 125G;1,85;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;sbudget mischsalat;1,79;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;sbudget mischsalat;1,79;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;grazer ringe 400g;2,99;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;spar skyr torte wald;6,49;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;spar muesli 400G;2,99;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;veggie pitabrot 400G;1,89;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;hb bernerwuerstl;5,99;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;iglo fischstaeb. 840g;8,49;6;2023;4;Thursday;Jun;eurospar;klagenfurt;
15/06/2023;food;grill;4,16;6;2023;4;Thursday;Jun;infineon;;
15/06/2023;food;dessert;0,79;6;2023;4;Thursday;Jun;infineon;;
16/06/2023;food;taralli;1,59;6;2023;5;Friday;Jun;eurospar;tarvisio;
16/06/2023;food;premium sticks 125G;1,85;6;2023;5;Friday;Jun;eurospar;tarvisio;
16/06/2023;food;premium sticks 125G;1,85;6;2023;5;Friday;Jun;eurospar;tarvisio;
16/06/2023;food;erdbeeren;1,12;6;2023;5;Friday;Jun;hofer;;
16/06/2023;food;fair t. schoko100g;1,19;6;2023;5;Friday;Jun;hofer;;
16/06/2023;food;fair t. schoko100g;1,19;6;2023;5;Friday;Jun;hofer;;
16/06/2023;food;fair t. schoko100g;1,19;6;2023;5;Friday;Jun;hofer;;
16/06/2023;food;kaferbohnen;1,69;6;2023;5;Friday;Jun;hofer;;
16/06/2023;food;tk chicken nuggets;4,79;6;2023;5;Friday;Jun;hofer;;
16/06/2023;food;apfelsaft 1l;0,83;6;2023;5;Friday;Jun;hofer;;
19/06/2023;food;infineon lunch;6,09;6;2023;1;Monday;Jun;infineon;;
20/06/2023;food;grill;4,16;6;2023;2;Tuesday;Jun;infineon;;
20/06/2023;food;dessert;0,79;6;2023;2;Tuesday;Jun;infineon;;
21/06/2023;food;menu 1;3,3;6;2023;3;Wednesday;Jun;infineon;;
21/06/2023;food;glas limo;0,48;6;2023;3;Wednesday;Jun;infineon;;
22/06/2023;food;grill;4,16;6;2023;4;Thursday;Jun;infineon;;
22/06/2023;food;dessert;0,79;6;2023;4;Thursday;Jun;infineon;;
23/06/2023;food;grill;4,16;6;2023;5;Friday;Jun;infineon;;
23/06/2023;food;dessert;0,79;6;2023;5;Friday;Jun;infineon;;
23/06/2023;food;tann s. schopfsteak;3,31;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;tann zack-zack mar.;3,76;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;ziegencapric;3,77;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;wellness extra 100G;1,99;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;exquisa fitline 400g;1,99;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;tann pulled pork;5,99;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;sbudget mischsalata;2,29;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;sbudget sugo basil.;2,085;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;spar jogurt natur;0,89;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;glundnerkaes;3,02;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;s-bu. Gemuesemais150g;1,99;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;sbu kartoffelsalat;3,19;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;radlberger coela 1L.;1,39;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;taralli;1,59;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;wassermelone tasse;1,125;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;steam card;20;6;2023;5;Friday;Jun;eurospar;klagenfurt;
23/06/2023;food;tk-schlemmerfilet;2,99;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;bio-vitalgeback;2,69;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;cotto spez. 100g;2,49;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;fusilli 1kg;0,74;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;mozzarella 125g;0,99;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;mozzarella 125g;0,99;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;gorgonzola 200g;1,345;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;tk wellen frites;0,995;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;mozzarella 125g;0,99;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;tortelloni/gnocchi;0,445;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;erdbeeren;1,12;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;gourmet cantuccini;2,59;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;fruchtaufstr. 75%;1,69;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;tort. Chips 300g;1,59;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;freil. Eier 10er L;1,445;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;tort. Chips 300g;1,59;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;bio-schoko 100g;1,69;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;bio-schoko 100g;1,69;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;toilettenpa 10x180;1,495;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;tk-meeresfruchte;3,245;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;steinofenbrotchen;0,645;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;tort. Chips 300g;1,59;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;penne 1kg;0,74;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;moser roth 125g;1,39;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;american cookies;0,595;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;erdbeeren;1,12;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;mozzarella 125g;0,99;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;mozzarella 125g;0,99;6;2023;5;Friday;Jun;hofer;klagenfurt;
23/06/2023;food;tk kartoffelt.;2,49;6;2023;5;Friday;Jun;hofer;klagenfurt;
01/07/2023;food;ben&jerrys cookie dough;6,99;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
01/07/2023;food;sbudget sugo kraeu.;1,39;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
01/07/2023;food;sbudget sugo basil;1,39;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
01/07/2023;food;sbudget baguette;0,69;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
01/07/2023;food;despar meer gross 1KG;0,99;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
01/07/2023;food;happy day maracuja;2,39;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
01/07/2023;food;limette bio 3 stk.;0,995;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
01/07/2023;food;sbudget kuechenr.;3,19;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
03/07/2023;food;butter topfengolatsc;0,99;7;2023;1;Monday;Jul;billa;villach;
03/07/2023;food;billa heumilch joghurt;1,99;7;2023;1;Monday;Jul;billa;villach;
03/07/2023;food;felix red hot sauce;2,49;7;2023;1;Monday;Jul;billa;villach;
03/07/2023;food;felix sauce;2,49;7;2023;1;Monday;Jul;billa;villach;
03/07/2023;food;vital;5,3;7;2023;1;Monday;Jul;infineon;;
03/07/2023;food;dessert;0,79;7;2023;1;Monday;Jul;infineon;;
04/07/2023;food;grill;4,16;7;2023;2;Tuesday;Jul;infineon;;
04/07/2023;food;dessert;0,79;7;2023;2;Tuesday;Jul;infineon;;
05/07/2023;food;menu 2;2,9;7;2023;3;Wednesday;Jul;infineon;;
06/07/2023;food;bio teebutter 125g;1,195;7;2023;4;Thursday;Jul;eni tankstelle;villach;
06/07/2023;food;b&j kara sut 465ml;3,995;7;2023;4;Thursday;Jul;eni tankstelle;villach;
06/07/2023;food;vollmilch 0,5;0,695;7;2023;4;Thursday;Jul;eni tankstelle;villach;
06/07/2023;food;butter topfengolatsc;0,99;7;2023;4;Thursday;Jul;billa;klagenfurt;
06/07/2023;food;maxi nuss schnecke;1,75;7;2023;4;Thursday;Jul;billa;klagenfurt;
06/07/2023;food;salat klein;1,15;7;2023;4;Thursday;Jul;infineon;;
06/07/2023;food;menu 2;2,9;7;2023;4;Thursday;Jul;infineon;;
06/07/2023;food;dessert;0,79;7;2023;4;Thursday;Jul;infineon;;
07/07/2023;food;menu 1;3,3;7;2023;5;Friday;Jul;infineon;;
07/07/2023;food;dessert;0,79;7;2023;5;Friday;Jul;infineon;;
07/07/2023;food;tk potato wedges;1,395;7;2023;5;Friday;Jul;hofer;klagenfurt;
07/07/2023;food;tk kartoffelt.;1,245;7;2023;5;Friday;Jul;hofer;klagenfurt;
07/07/2023;food;spaghetti 1kg;0,74;7;2023;5;Friday;Jul;hofer;klagenfurt;
07/07/2023;food;cherrytomaten;1,345;7;2023;5;Friday;Jul;hofer;klagenfurt;
07/07/2023;food;tortelloni/gnocchi;0,445;7;2023;5;Friday;Jul;hofer;klagenfurt;
07/07/2023;food;spatzle/fettuccine;0,995;7;2023;5;Friday;Jul;hofer;klagenfurt;
07/07/2023;food;mozzarella 125g;0,99;7;2023;5;Friday;Jul;hofer;klagenfurt;
07/07/2023;food;mozzarella 125g;0,99;7;2023;5;Friday;Jul;hofer;klagenfurt;
07/07/2023;food;land.crouton;1,39;7;2023;5;Friday;Jul;eurospar;klagenfurt;
07/07/2023;food;tann pulled chicken;2,995;7;2023;5;Friday;Jul;eurospar;klagenfurt;
07/07/2023;food;tann s.schloegesteak;2,51;7;2023;5;Friday;Jul;eurospar;klagenfurt;
07/07/2023;food;tann zack zack mar.;2,035;7;2023;5;Friday;Jul;eurospar;klagenfurt;
07/07/2023;food;heidelbeeren 500g;2,495;7;2023;5;Friday;Jul;billa;villach;
07/07/2023;food;nuss nougat crois.;1,05;7;2023;5;Friday;Jul;billa;villach;
07/07/2023;food;butter topfengolatsc;0,99;7;2023;5;Friday;Jul;billa;villach;
07/07/2023;food;billa salat papiertrageta;0,15;7;2023;5;Friday;Jul;billa;villach;
07/07/2023;food;ananas-kiwi-erdbeer-mix;2,46;7;2023;5;Friday;Jul;billa;villach;
07/07/2023;food;zuckermelone ananas;1,185;7;2023;5;Friday;Jul;billa;villach;
08/07/2023;gas;gas;26,075;7;2023;6;Saturday;Jul;omv tankstelle;villach;
08/07/2023;food;sonnenblumenbrot;0,445;7;2023;6;Saturday;Jul;billa;villach;
08/07/2023;food;patron glas;1,845;7;2023;6;Saturday;Jul;billa;villach;
08/07/2023;food;clever pesto genovese;0,795;7;2023;6;Saturday;Jul;billa;villach;
08/07/2023;food;tex mex wrap;3,89;7;2023;6;Saturday;Jul;interspar;;
08/07/2023;food;sbu knoblauchsauce;0,645;7;2023;6;Saturday;Jul;interspar;;
08/07/2023;food;sbudget tomaten;0,995;7;2023;6;Saturday;Jul;interspar;;
03/09/2023;cleaning products;anticalcare spray;1,375;9;2023;7;Sunday;Sep;eurospar;tarvisio;
27/01/2024;cleaning products;bales hygiene handgel 50ml;0,98;1;2024;6;Saturday;Jan;dm;klagenfurt;
09/07/2023;food;focaccia rossa;1,43;7;2023;7;Sunday;Jul;eataly;trieste;
09/07/2023;food;cipolla pz;1,25;7;2023;7;Sunday;Jul;eataly;trieste;
09/07/2023;food;shopp. bio eni;0,075;7;2023;7;Sunday;Jul;eataly;trieste;
09/07/2023;food;ricotta salconf;3,345;7;2023;7;Sunday;Jul;eataly;trieste;
09/07/2023;food;rummo spaghetti;0,445;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;food;rummo fettucce;0,445;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;food;rummo bucatini;0,445;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;napisan spray igie;1,15;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;ark anticalc spray;0,6;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;ark casa det lav a;2,05;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;swiffer dry panni;4,1;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;ark casa det lav I;4,1;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;ark casa det lav I;4,1;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;ark casa det lav C;2,05;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;baleno decalcificante caffe;2,2;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;food;lavaz nescafe c&g fort;16,99;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;cleaning products;swiffer wet 40pz;5,495;7;2023;7;Sunday;Jul;pam panorama;trieste;
09/07/2023;restaurant;coperto;2;7;2023;7;Sunday;Jul;bar borsa;trieste;
09/07/2023;restaurant;coperto;2;7;2023;7;Sunday;Jul;bar borsa;trieste;
09/07/2023;food;sprite;3,5;7;2023;7;Sunday;Jul;bar borsa;trieste;
09/07/2023;food;acqua nat. 0,5;1;7;2023;7;Sunday;Jul;bar borsa;trieste;
09/07/2023;food;bifolco piu' patatine (burger);6,75;7;2023;7;Sunday;Jul;bar borsa;trieste;
09/07/2023;food;pulled story piu' patatine (burger);7,25;7;2023;7;Sunday;Jul;bar borsa;trieste;
10/07/2023;food;vital;5,3;7;2023;1;Monday;Jul;infineon;;
10/07/2023;food;dessert;0,79;7;2023;1;Monday;Jul;infineon;;
11/07/2023;cleaning products;blink brillenputz.;0,95;7;2023;2;Tuesday;Jul;muller;;
21/07/2023;cleaning products;bi home spulmittel;0,595;7;2023;5;Friday;Jul;bipa;;kitchen soap dishes
11/07/2023;food;butter topfengolatsc;0,99;7;2023;2;Tuesday;Jul;infineon;;
11/07/2023;food;nuss nougat crois.;1,05;7;2023;2;Tuesday;Jul;billa;villach;
12/07/2023;food;plundergeback;3;7;2023;3;Wednesday;Jul;ackerbox;villach;
12/07/2023;food;plundergeback;3;7;2023;3;Wednesday;Jul;ackerbox;villach;
12/07/2023;food;ackersaft traubasi 0,33l;1,5;7;2023;3;Wednesday;Jul;ackerbox;villach;
13/07/2023;transportation;sattelstutze;25;7;2023;4;Thursday;Jul;beinl;klagenfurt;
13/07/2023;transportation;sattel;45;7;2023;4;Thursday;Jul;beinl;klagenfurt;
13/07/2023;transportation;schloss;25;7;2023;4;Thursday;Jul;beinl;klagenfurt;
13/07/2023;food;veggie non wove trag;1;7;2023;4;Thursday;Jul;eurospar;udine;
13/07/2023;food;spar muesli 500g;2,99;7;2023;4;Thursday;Jul;eurospar;udine;
13/07/2023;food;spar muesli 400g;2,99;7;2023;4;Thursday;Jul;eurospar;udine;
13/07/2023;food;taralli;1,59;7;2023;4;Thursday;Jul;eurospar;udine;
13/07/2023;food;taralli;1,59;7;2023;4;Thursday;Jul;eurospar;udine;
13/07/2023;food;zuckermelone;1,745;7;2023;4;Thursday;Jul;eurospar;udine;
13/07/2023;food;ben&jerry dulce 427ml;6,99;7;2023;4;Thursday;Jul;eurospar;udine;
13/07/2023;food;ben&jerry sund cooki;6,99;7;2023;4;Thursday;Jul;eurospar;udine;
13/07/2023;food;spar multifruchsaft;2,39;7;2023;4;Thursday;Jul;eurospar;udine;
14/07/2023;food;grill;4,16;7;2023;5;Friday;Jul;infineon;;
14/07/2023;food;dessert;0,79;7;2023;5;Friday;Jul;infineon;;
14/07/2023;food;nuss nougat crois.;1,05;7;2023;5;Friday;Jul;billa;villach;
14/07/2023;food;maxi nuss schnecke;1,75;7;2023;5;Friday;Jul;billa;villach;
15/07/2023;food;espresso;2,6;7;2023;6;Saturday;Jul;mcdonalds;;
09/07/2023;knowledge;book;7,2;7;2023;7;Sunday;Jul;feltrinelli;trieste;
24/12/2023;others;borsa foresta di nat;2,49;12;2023;7;Sunday;Dec;gros cidac;aosta;bag
15/07/2023;drugstore products;butcher's son duche well d.420ml;4,35;7;2023;6;Saturday;Jul;dm;;
24/11/2023;drugstore products;butcher's son duche well d.420ml;;11;2023;5;Friday;Nov;dm;klagenfurt;
24/11/2023;drugstore products;butcher's son duche well d.420ml;;11;2023;5;Friday;Nov;dm;klagenfurt;
17/07/2023;food;menu 2;2,9;7;2023;1;Monday;Jul;infineon;;
17/07/2023;food;soppressa;2,175;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;form taleggio dop;1,1;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;form gorgonz. Dop;1,665;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;form. Fontina valdost;2,545;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;inf. fr. Twin. Fr/lim;2,245;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;biscotti despar g700;2,69;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;pasta semola barilla;1,29;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;succo yoga bosco;2,35;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;nettare pera san. 1l;1,09;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;piadine ds premium;1,99;7;2023;1;Monday;Jul;eurospar;udine;
17/07/2023;food;piadine ds premium;1,99;7;2023;1;Monday;Jul;eurospar;udine;
18/07/2023;food;maxi nuss schnecke;1,75;7;2023;2;Tuesday;Jul;billa;villach;
18/07/2023;food;nuss nougat crois.;1,05;7;2023;2;Tuesday;Jul;billa;villach;
18/07/2023;food;menu 2;2,9;7;2023;2;Tuesday;Jul;infineon;;
18/07/2023;food;dessert-crème;0,79;7;2023;2;Tuesday;Jul;infineon;;
19/07/2023;food;maxi nuss schnecke;1,75;7;2023;3;Wednesday;Jul;billa;villach;
19/07/2023;food;laugenecke mit pute;2,62;7;2023;3;Wednesday;Jul;billa;villach;
19/07/2023;food;menu 2;2,9;7;2023;3;Wednesday;Jul;infineon;;
20/07/2023;food;menu 1;3,3;7;2023;4;Thursday;Jul;infineon;;
20/07/2023;food;dessert;0,79;7;2023;4;Thursday;Jul;infineon;;
21/07/2023;food;maxi nuss schnecke;1,75;7;2023;5;Friday;Jul;billa;villach;
21/07/2023;food;grill;4,16;7;2023;5;Friday;Jul;infineon;;
21/07/2023;food;dessert;0,79;7;2023;5;Friday;Jul;infineon;;
02/09/2023;cleaning products;clean pac tragegrif;0,75;9;2023;6;Saturday;Sep;muller;;trash bag
03/09/2023;others;colla 2+2 Gr*Attack;2,395;9;2023;7;Sunday;Sep;eurospar;tarvisio;glue
27/01/2024;cleaning products;denkmit spulmasch. Rein;1,75;1;2024;6;Saturday;Jan;dm;klagenfurt;
06/01/2024;drugstore products;deo antisettico;8,59;1;2024;6;Saturday;Jan;coop;villesse;
23/07/2023;food;t mor bologna i.gp c;2,6;7;2023;7;Sunday;Jul;coop;;
23/07/2023;food;chickenburger;1,9;7;2023;7;Sunday;Jul;mcdonalds;;
23/07/2023;food;cheeseburger;1,9;7;2023;7;Sunday;Jul;mcdonalds;;
23/07/2023;clothes;pantalone;15,99;7;2023;7;Sunday;Jul;terranova;italy;
23/07/2023;food;espresso;1,3;7;2023;7;Sunday;Jul;trinum café;;
23/07/2023;food;cornetto vegan vuoto;0,39;7;2023;7;Sunday;Jul;lidl;udine;
23/07/2023;food;conchiglia gianduia;0,55;7;2023;7;Sunday;Jul;lidl;udine;
23/07/2023;food;tortilla chips;0,695;7;2023;7;Sunday;Jul;lidl;udine;
23/07/2023;food;orecchiette fresche;0,495;7;2023;7;Sunday;Jul;lidl;udine;
23/07/2023;food;piadina olio e v. oliva;1,19;7;2023;7;Sunday;Jul;lidl;udine;
23/07/2023;food;tagliolini all'uovo;0,645;7;2023;7;Sunday;Jul;lidl;udine;
24/07/2023;food;grill;4,16;7;2023;1;Monday;Jul;infineon;;
24/07/2023;food;dessert;0,79;7;2023;1;Monday;Jul;infineon;;
25/07/2023;food;vital;5,3;7;2023;2;Tuesday;Jul;infineon;;
25/07/2023;food;dessert;0,79;7;2023;2;Tuesday;Jul;infineon;;
25/07/2023;food;prem cantuccini 200g;1,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;oatly hafer-aufstric;2,49;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;spar curly fries 600;1,495;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget zwiebelmix;0,89;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;bertagni pomodori;1,495;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;grazer ringe 400g;1,145;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget weissebohnen;1,19;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget tomaten;0,59;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;airwaves 4er;3,49;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget kaeferbohne;1,69;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget kaeferbohne;1,69;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;schmids spaetzle fam;1,995;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;greis kuemmelbraten;3,39;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;almjause geschnitten;3,19;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget back mozzar;1,495;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget jogurt;0,39;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget jogurt;0,39;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
